ID	Result
group_5178	-0.370119617069235
group_12027	-0.398353527879772
group_5831	-0.042954857894462
group_16528	-0.236436682335594
group_2553	0.153321223570851
group_8850	-0.292006198549506
group_5910	-0.382417044136484
group_10932	0.0343073293441977
group_21150	-0.0863041460575224
group_11192	0.711470018479474
group_4962	-0.0450863565928656
group_16533	-0.253184488806861
group_7697	-0.0241237538373512
group_20283	0.654955807183462
group_15457	0.575296571608023
group_10626	-0.343942448950547
group_2857	-0.318463956101948
group_21210	-0.31575803557138
group_7765	-0.21971568176331
group_7555	0.365103772108619
group_15453	0.0975825611218821
group_13880	0.0503407235241243
group_5674	-0.112509928241329
group_23953	-0.0514735906139196
group_96329	-0.017777675982204
group_6381	-0.0582666353221326
group_10933	-0.355488195639758
group_20236	-0.366886352371183
group_5061	0.0592623061098898
group_5365	-0.378941412700176
group_7042	-0.380624412183517
group_11854	-0.299065294504417
group_14915	-0.225237419738387
group_37583	0.240405635680783
group_4078	-0.313059886839198
group_24459	-0.392966377455456
group_5487	-0.0912815587564275
group_7925	0.233032824583469
group_20741	0.254248332991311
group_6900	-0.377909306342143
group_10955	-0.319411714478168
group_31385	-0.144759938089943
group_17270	-0.290051275532765
group_16291	0.111537003256689
group_8185	0.147711740760095
group_20288	0.729000118014784
group_7865	-0.0817343311361383
group_21219	-0.0538022581887402
group_7556	0.34653795977811
group_6383	-0.0831443554443415
group_15476	0.68731385066699
group_5449	-0.178690569256634
group_17597	-0.378473843715946
group_14059	0.836689806983217
group_11239	-0.277666747316014
group_14916	-0.211039939181078
group_23955	0.0924047911591627
group_37614	-0.060971118627327
group_701	-0.370393223213107
group_7939	0.16253497346797
group_21251	-0.36294664741325
group_11580	-0.234713235158965
group_20473	-0.235507070986389
group_8997	-0.211075183559031
group_4123	0.719252438022487
group_31504	-0.293128070486636
group_16586	-0.130140967665905
group_16534	0.538866995991661
group_8290	-0.366637018404826
group_11899	-0.169721002508208
group_7402	-0.113826684723615
group_37584	0.252404492890586
group_1869	-0.2638132265759
group_8866	-0.0512011173593847
group_17245	-0.345089120713274
group_6651	-0.262870960777463
group_5681	-0.142395244152157
group_10645	-0.102307427721301
group_14932	-0.297027882204645
group_11303	-0.392411931027806
group_37693	0.0664012831089046
group_21257	-0.329665250220369
group_24769	0.385560235892103
group_15485	0.355194698962673
group_21568	-0.360004633102315
group_8876	-0.251911833813102
group_5488	0.0751835440523021
group_3517	-0.22402767466548
group_7559	0.0370314386549073
group_11930	0.0547736200819032
group_24537	-0.295678589838545
group_4139	-0.170135180285061
group_3262	-0.0615472985967536
group_17390	0.0325112403947297
group_8332	0.0596022718531832
group_16357	-0.332754359585971
group_11585	0.0992013820062022
group_8999	-0.0877277881644982
group_7432	0.190373839558151
group_38090	-0.140332695897735
group_17252	-0.282086811739784
group_24359	-0.0824864630632027
group_8918	-0.349212846465804
group_11918	-0.17930117336099
group_26812	-0.3886158768241
group_12056	-0.386075997448128
group_16618	0.582268638217009
group_14953	-0.0388693676937415
group_11339	0.185851051343647
group_24588	-0.371530741057324
group_14135	0.893448498658455
group_8103	0.362579123309954
group_15579	-0.245930615008873
group_37694	0.0768103683291903
group_24780	0.239952772690992
group_933	0.0727987174794694
group_8334	-0.298513850083862
group_15493	0.336974427242095
group_5642	-0.145444059114997
group_8166	-0.142818687834581
group_21569	-0.173110716000059
group_37521	0.692755948013559
group_43608	-0.138426155170609
group_18999	-0.23335783405374
group_9061	0.0552031859639988
group_11675	0.491867980855806
group_37299	-0.28892808200037
group_7571	-0.0644533955797536
group_24589	-0.283862981749837
group_17190	-0.376644165196515
group_21898	0.227139532108643
group_2531	-0.314757225433456
group_12465	-0.194932107974184
group_8352	0.0182899948403719
group_8349	0.141532150573825
group_2130	0.0161714758751714
group_6215	-0.209579155953843
group_15096	-0.308270402979933
group_11381	-0.243811043743174
group_14152	0.329748406417405
group_23012	-0.210862218926997
group_24814	0.458884026426344
group_16653	0.201875860533897
group_24892	-0.323239072074775
group_37695	0.066325677406161
group_8279	0.150660760301172
group_1901	-0.0559805581949878
group_4396	0.562340897310055
group_1008	0.160934753265318
group_2135	-0.254026450277424
group_8556	0.259783150722744
group_37311	-0.361389590266264
group_15583	0.0942366054703949
group_11744	0.00631148623057587
group_9541	-0.163264877836785
group_7758	-0.320834159260674
group_37615	-0.0571043609843551
group_22009	0.131059529881662
group_12527	-0.23886836883636
group_14200	0.737795203312487
group_23013	-0.221642763694757
group_10172	-0.0134232422198455
group_8578	-0.26400492591868
group_22	-0.398091804404947
group_8287	-0.208089619409722
group_21383	-0.115993315742784
group_1915	0.110294898743017
group_49315	0.0403771984512042
group_4543	-0.148800989117136
group_427	0.0715618226430525
group_2590	-0.223150230971268
group_3919	-0.149582966092561
group_11382	-0.263199739854759
group_15584	-0.384780997894383
group_7779	-0.13050289498218
group_27830	0.267282226540116
group_9903	-0.152534049361954
group_37631	-0.035996266820947
group_20051	-0.363760500848005
group_11820	0.997830947512532
group_22056	0.283288332449564
group_11595	-0.354789523702071
group_6593	0.517492779906389
group_5329	-0.0921364688256737
group_23516	0.0656445752812698
group_14202	0.732421268028425
group_31364	-0.381464651395281
group_3197	-0.314769285252247
group_8752	-0.361579878175033
group_26	-0.096927915983431
group_11340	-0.234156514564721
group_49333	-0.100745629034938
group_4269	0.403095593250807
group_9101	0.20980102188389
group_7155	-0.275069418530213
group_4774	-0.247777900730815
group_20255	0.0304553896452207
group_3031	-0.388653774792294
group_11396	0.0431954824041522
group_21390	-0.00531065183162806
group_27871	-0.0856992329488443
group_8661	-0.320566208399713
group_49113	-0.22085270258433
group_10752	-0.262148372309503
group_7921	-0.126430760553625
group_31393	-0.397256172404735
group_11628	-0.207619225493241
group_5797	-0.0666291880372385
group_12531	-0.221172997619354
group_22050	0.185285781525668
group_14554	-0.0691923804639128
group_12228	0.340904556073756
group_8574	-0.134985591539304
group_8785	0.15959085135374
group_3340	-0.397565756048095
group_4539	-0.307762545338289
group_12241	0.389514909703978
group_22061	0.240200111208848
group_20090	-0.327103271303357
group_11406	-0.166279189069022
group_6802	0.09706037899611
group_8919	-0.189204965266138
group_15553	-0.0732541780328026
group_4417	-0.326038478769293
group_11098	-0.230507892158668
group_27872	-0.0769715129300665
group_31394	-0.350342201159624
group_8811	-0.338999658196109
group_4397	-0.347706209632621
group_23952	0.122064761202735
group_14226	0.496626560487842
group_21391	0.0104932090351733
group_12532	-0.223613381065353
group_22150	1.02658970039517
group_27637	-0.127676452773623
group_30226	-0.045559574174114
group_49335	-0.102991703104156
group_8584	0.0228089771457015
group_17198	-0.311068705584038
group_49314	0.110676688892096
group_4788	-0.277605241491144
group_7552	-0.0157405371170615
group_18641	-0.0982518705810038
group_21404	-0.286726748597242
group_15630	-0.397076089089055
group_4720	0.698414962031063
group_8845	-0.379824820257408
group_22236	0.512819329052997
group_11409	-0.235277299800309
group_8868	-0.0633662881509856
group_11642	-0.125850796470385
group_6916	-0.294308753964933
group_31397	-0.39912749288985
group_15543	-0.314477495119667
group_24370	-0.238932344772841
group_14227	0.491641452418985
group_12583	-0.37791482355742
group_15607	-0.0254088762898706
group_21509	-0.120029257027173
group_49024	0.13258608810911
group_31092	0.135246324216009
group_5743	-0.37648146878042
group_8700	-0.0124504009205202
group_30227	-0.0374319455679942
group_9396	-0.274236560435254
group_4762	0.205262261431789
group_51925	0.221187007475439
group_27507	-0.397277864427699
group_11102	-0.377484804204534
group_15734	-0.365772790185264
group_8066	-0.368305789639575
group_28806	0.458663457333245
group_4517	-0.196324254944323
group_12236	0.254335862514549
group_6101	-0.231551368896576
group_20177	-0.204477174679091
group_22394	-0.229697171154931
group_20148	-0.375806427232385
group_11644	-0.383080928813822
group_6971	-0.317901039603669
group_49336	0.208122230408195
group_8344	-0.257505452879077
group_15544	-0.338106768363134
group_8988	-0.256334159771566
